ID,Age,Job,Marital,Education,Default,Housing,Loan,Contact,Month,Day_Of_Week,Campaign,Pdays,Previous,Poutcome,Emp.Var.Rate,Cons.Price.Idx,Cons.Conf.Idx,Outcome
197,37,admin.,married,high.school,,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
198,34,blue-collar,single,Other,,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
199,40,admin.,married,Other,,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
201,33,services,married,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
203,39,blue-collar,married,high.school,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
204,43,admin.,married,,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
205,44,blue-collar,married,Other,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
207,35,student,single,university.degree,,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
208,35,unemployed,married,professional.course,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
209,36,services,single,Other,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
210,35,student,single,university.degree,,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
211,36,student,single,Other,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
212,55,housemaid,divorced,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
213,59,admin.,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
214,57,retired,married,,,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
215,39,blue-collar,married,professional.course,,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
216,39,housemaid,married,Other,,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
217,30,blue-collar,single,,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
218,30,blue-collar,single,,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
219,50,housemaid,married,Other,,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
222,43,technician,married,,,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
225,40,technician,married,Other,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
226,58,retired,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
227,42,technician,married,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
228,35,admin.,single,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
229,43,retired,married,Other,,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
230,45,blue-collar,married,Other,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
232,50,services,divorced,professional.course,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
233,32,management,divorced,Other,,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
234,39,admin.,married,high.school,,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
235,52,self-employed,married,university.degree,,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
236,44,admin.,married,professional.course,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
238,48,admin.,married,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
239,33,services,married,high.school,,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
240,43,management,married,university.degree,,no,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
241,57,retired,married,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
244,34,services,single,Other,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
245,30,technician,married,university.degree,,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
246,33,services,divorced,,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
250,33,services,single,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
251,40,technician,divorced,professional.course,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
252,41,blue-collar,married,Other,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
253,51,services,married,Other,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
255,28,services,married,,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
256,53,services,married,high.school,no,yes,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
257,58,blue-collar,married,Other,,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
258,45,management,married,Other,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
259,43,technician,married,,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
260,33,admin.,married,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
266,27,blue-collar,single,Other,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
269,54,management,divorced,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
270,40,self-employed,married,Other,,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
271,52,unemployed,married,high.school,,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
272,47,management,divorced,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
273,49,housemaid,married,Other,,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
275,49,housemaid,single,high.school,,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
276,50,blue-collar,married,Other,,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
277,34,services,married,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,no
278,55,blue-collar,married,Other,,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
279,47,technician,single,Other,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,no
280,51,retired,married,professional.course,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
281,47,blue-collar,married,Other,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
282,56,technician,married,Other,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
283,53,admin.,married,Other,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
284,36,blue-collar,married,Other,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
286,44,blue-collar,divorced,Other,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
287,39,housemaid,married,Other,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,yes
288,37,admin.,single,high.school,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
290,36,services,married,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
291,42,management,divorced,university.degree,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
292,31,admin.,married,high.school,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
295,37,technician,single,professional.course,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
296,47,self-employed,married,professional.course,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
297,49,blue-collar,divorced,high.school,no,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
298,36,admin.,married,university.degree,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
299,35,services,divorced,high.school,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
300,38,,married,,,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,no
302,50,blue-collar,divorced,high.school,,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
304,43,,married,,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
305,42,admin.,married,high.school,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
306,40,admin.,married,Other,,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
307,46,blue-collar,married,,,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
311,54,management,divorced,university.degree,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
313,36,admin.,married,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
314,58,blue-collar,married,professional.course,,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
315,40,management,married,university.degree,,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
316,34,admin.,single,Other,,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
317,33,admin.,divorced,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
318,56,retired,married,Other,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
319,42,blue-collar,married,Other,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
323,42,technician,single,,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
325,54,technician,married,professional.course,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
326,40,housemaid,single,professional.course,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,no
327,26,admin.,single,university.degree,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
328,33,admin.,married,high.school,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
329,35,blue-collar,married,Other,,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
330,36,admin.,married,high.school,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
331,29,services,single,high.school,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
332,36,blue-collar,married,Other,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
333,35,management,married,high.school,no,yes,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,no
334,50,self-employed,single,university.degree,no,no,yes,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,no
335,46,services,married,high.school,,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
336,49,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,no
337,42,technician,single,professional.course,,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
338,36,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,no
339,55,blue-collar,married,Other,,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,no
