,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
350,NCA30,OUT045,2895.947895426269
351,FDO49,OUT013,898.2778843292656
352,FDL04,OUT019,-241.75333437878896
353,DRM48,OUT035,746.793589316335
354,FDR16,OUT013,3373.0470574085907
355,NCC19,OUT018,2730.5204385682405
356,NCE42,OUT045,3630.0505857004846
357,FDY24,OUT017,1017.0793406790851
358,FDH19,OUT049,2919.67639044381
359,FDJ46,OUT013,2799.4825370160647
360,FDN45,OUT010,1614.4198108726666
361,FDY08,OUT035,2398.5847715444506
362,FDZ37,OUT035,1608.018158307959
363,NCT30,OUT045,681.1081490997087
364,DRY23,OUT018,398.6227114694818
365,NCZ30,OUT018,1646.6656384462756
366,FDC44,OUT018,1562.1929835797337
367,FDB45,OUT035,1892.3753566803102
368,FDY04,OUT013,2627.144035525093
369,FDM27,OUT046,2574.8094171900807
370,FDZ43,OUT017,3969.2848783460404
371,FDT39,OUT019,553.0675167526246
372,NCC06,OUT019,107.15065643133528
373,FDL15,OUT027,3926.8551104351154
374,FDL57,OUT017,4175.972135889736
375,FDU08,OUT046,1655.3119451661494
376,FDK40,OUT017,4276.997146784752
377,FDQ12,OUT010,1739.619158776595
378,FDS48,OUT017,2546.50153472382
379,FDP09,OUT045,3304.0272669911287
380,FDW21,OUT049,1719.5660069987362
381,FDY25,OUT035,3074.4919339305475
382,DRE13,OUT017,1483.5428015541459
383,FDV43,OUT019,-1137.58272152939
384,FDD22,OUT045,1722.7715117285784
385,FDM46,OUT019,-445.8386293499012
386,NCO30,OUT010,1002.5459347457763
387,FDM25,OUT046,2797.4080586280847
388,NCN41,OUT049,2060.610696944577
389,FDU24,OUT045,1438.2344304340259
390,FDZ50,OUT046,2889.298710320656
391,FDP45,OUT013,4018.8662654815753
392,NCM54,OUT045,1916.325163738206
393,FDW10,OUT019,886.3715529283227
394,FDP20,OUT017,2208.2456393114903
395,FDK32,OUT046,2464.0382832742353
396,FDN52,OUT049,1491.8626433100762
397,FDM58,OUT045,1741.290179663632
398,FDZ46,OUT027,3236.613771341542
399,NCA18,OUT018,1566.8327199413593
400,FDD35,OUT046,2005.5804676587368
401,NCK31,OUT035,960.6272723814382
402,FDI40,OUT027,3045.4299134326448
403,FDT50,OUT019,-371.36444454464856
404,NCT06,OUT046,2591.6238104928307
405,FDT31,OUT035,3190.9779418613725
406,FDT45,OUT049,989.3024598405095
407,FDT13,OUT045,2959.172134866672
408,FDO50,OUT045,1445.0325072556557
409,NCU18,OUT010,296.12344536213413
410,NCR54,OUT049,3144.9425705806057
411,NCO18,OUT018,2527.5234042703846
412,FDU09,OUT045,869.2467723059235
413,FDT13,OUT018,2757.8306636762773
414,FDE09,OUT046,1867.4275112907162
415,NCK53,OUT019,-268.44411280081215
416,FDG45,OUT049,3543.5791324762345
417,DRH15,OUT035,863.9603357557012
418,FDO21,OUT019,1675.9151666797857
419,FDD14,OUT027,4389.005208992862
420,FDC09,OUT046,1718.3265974494989
421,FDH45,OUT027,2218.2612596937715
422,FDV32,OUT046,1113.3748416787676
423,FDG12,OUT035,2092.929900623356
424,FDS32,OUT013,2330.564014718099
425,NCL55,OUT018,3668.5788223596655
426,DRE01,OUT035,3941.591424573053
427,DRE15,OUT049,1342.0623885437763
428,NCL42,OUT045,3800.5636926805764
429,FDP31,OUT013,1106.126033756026
430,FDN33,OUT018,1224.7412873043654
431,FDZ59,OUT046,2633.1021177951616
432,FDE45,OUT010,975.6562813746068
433,FDJ07,OUT013,1970.7065105880997
434,FDQ45,OUT018,2673.1610976183842
435,FDM33,OUT027,4917.866077455709
436,FDO15,OUT010,-631.1853192361166
437,FDM46,OUT013,1506.3900462567665
438,FDR03,OUT045,3230.216351825722
439,FDY49,OUT018,2431.277929232244
440,FDQ60,OUT045,1844.2259174406772
441,FDW10,OUT049,2921.4963012934163
442,FDO51,OUT049,880.0222779024739
443,FDJ40,OUT018,1469.3390524751187
444,FDS20,OUT018,2669.4692944511166
445,FDU45,OUT013,1853.410667885501
446,FDV02,OUT035,2814.430836416708
447,FDN09,OUT046,3844.304875116144
448,NCM55,OUT027,4390.694144912842
449,FDN23,OUT018,2052.278256225104
450,FDY31,OUT010,457.9262846419201
451,FDW03,OUT010,-159.20677092834677
452,FDD14,OUT046,2927.6812238951884
453,FDV23,OUT017,2130.4772929966675
454,DRI03,OUT045,2709.895317532707
455,FDN13,OUT035,1754.8667070285298
456,FDF45,OUT027,2502.6705954561985
457,FDU46,OUT035,1584.2569968129144
458,FDB57,OUT049,3679.4806111680077
459,FDV12,OUT049,1745.2052058116515
460,FDQ58,OUT013,2461.4914800833135
461,NCA18,OUT017,1930.1666814230898
462,FDH52,OUT049,1119.7283999742735
463,FDM24,OUT018,2133.129195077072
464,NCP43,OUT027,4315.287227009211
465,NCO18,OUT019,882.5387170390445
466,FDM32,OUT017,1644.0966422846054
467,NCL07,OUT017,740.8799920545536
468,FDK03,OUT013,4002.5475282161124
469,FDP59,OUT017,1780.2356039277934
470,FDQ24,OUT049,4096.226708495269
471,FDQ16,OUT018,1484.1141702197526
472,FDU44,OUT013,2640.756651726512
473,FDH28,OUT010,-1290.7550297580888
474,FDV28,OUT019,-1348.3590316875561
475,FDM22,OUT045,838.6692114570119
476,FDR56,OUT046,3149.3932620805945
477,FDV39,OUT049,3259.9215275079787
478,FDU37,OUT019,-568.0980138340102
479,FDQ11,OUT010,2187.070129922378
480,FDX02,OUT045,3444.402259580546
481,NCS42,OUT018,1180.9774058221067
482,FDY57,OUT027,2969.9748419029283
483,FDB21,OUT049,3944.8767968425436
484,FDE28,OUT017,3711.4628253285396
485,FDQ55,OUT017,1990.357043724372
486,FDA48,OUT049,3625.531341990096
487,FDZ19,OUT045,2743.053771557602
488,NCC43,OUT045,3869.028644211587
489,NCV18,OUT046,1282.2306458960988
490,NCA42,OUT018,2227.372450539934
491,FDY45,OUT046,4065.6257019624854
492,NCC30,OUT045,2743.0380722922064
493,FDM57,OUT013,1420.2998158020264
494,FDL09,OUT010,709.3736757411198
495,FDB09,OUT027,3501.444632460516
496,FDT44,OUT035,2089.6136555818794
497,NCT06,OUT027,4032.524790798916
498,FDX26,OUT049,2976.522583861843
499,FDK32,OUT013,2525.437661368974
500,DRA12,OUT046,2269.1997458421047
501,FDO46,OUT010,1094.0309489445754
502,FDE52,OUT013,1422.4298304980891
503,NCH42,OUT045,3539.975204472337
504,FDV08,OUT035,916.0234461216589
505,FDB47,OUT018,3063.102344873579
506,FDC28,OUT010,-144.79840447549083
507,FDD22,OUT046,1824.5276118724576
508,FDS07,OUT027,3340.3253203562663
509,DRI13,OUT045,3357.1453516078345
510,FDG32,OUT018,3267.6357473251414
511,FDU14,OUT017,4041.5881119683827
512,FDD28,OUT019,-933.3462575296747
513,NCP41,OUT017,1871.3373125923686
514,FDS08,OUT049,2931.3170747354243
515,FDX47,OUT045,2472.5153480510066
516,FDC53,OUT019,-262.11393278698154
517,FDQ19,OUT035,4019.5300597968608
518,FDL14,OUT045,2453.553904301079
519,FDM33,OUT019,1591.177846829763
520,FDA51,OUT045,1695.8631864999948
521,FDZ27,OUT018,526.0062756499078
522,FDT04,OUT046,679.73797262061
523,DRC13,OUT049,2085.8372305772155
524,FDR16,OUT027,4828.903724860534
525,FDQ03,OUT027,5204.302904488525
526,FDE38,OUT035,2864.1215698832016
527,DRH23,OUT027,2364.6610316857023
528,FDT11,OUT019,1118.996719325829
529,FDD09,OUT035,3060.8322575637403
530,FDR40,OUT045,1273.9325324432562
531,FDX07,OUT017,3080.355819955383
532,FDR07,OUT035,1757.126736703375
533,FDA51,OUT017,1885.736107244703
534,FDT59,OUT019,1787.6763702363182
535,FDF20,OUT017,3257.588326242196
536,FDR13,OUT045,1831.1746261847052
537,FDY26,OUT049,3412.0834023496395
538,FDW04,OUT017,2176.4241487468034
539,FDK52,OUT017,3681.1762259892657
540,FDN60,OUT049,2612.5267882175904
541,FDM09,OUT019,809.1091452304377
542,FDP46,OUT049,1525.7042654320853
543,FDB50,OUT019,-613.6238546987748
544,NCQ29,OUT049,4161.558289307397
545,FDP16,OUT027,5325.405105458411
546,FDX33,OUT018,2278.9012331393437
547,FDP07,OUT010,1261.9052504176248
548,FDN22,OUT046,3952.212649826053
549,FDF39,OUT049,4222.2234091339615
550,FDS21,OUT017,1126.0649681493226
551,NCM42,OUT013,1728.4515578329117
552,FDK50,OUT019,763.0659751168704
553,DRF13,OUT027,3783.8760725010434
554,FDH35,OUT018,2372.7278653954518
555,FDP60,OUT018,1351.8599080939655
556,DRJ49,OUT027,3527.316571535145
557,NCT42,OUT019,444.54983494423584
558,FDE38,OUT049,2816.0493071771616
559,FDI04,OUT049,3235.812792548648
560,NCH54,OUT045,2403.735211713785
561,FDT56,OUT049,1106.5924581451068
562,DRD15,OUT018,3374.2420679617717
563,FDV58,OUT013,3130.8454094790754
564,FDP21,OUT049,3084.3543240031086
565,FDH05,OUT013,3695.940869752679
566,FDR10,OUT027,4043.64414251568
567,NCP06,OUT045,2281.98301110028
568,FDF33,OUT049,2026.8958822063623
569,DRK37,OUT013,3018.8064607929214
570,DRH49,OUT045,1297.6450292502577
571,FDT58,OUT013,2695.1649995786042
572,FDD41,OUT018,1388.7620489397364
573,FDP40,OUT018,1498.1775425574006
574,FDM51,OUT027,3125.0291479145963
575,FDO45,OUT010,-497.66639917430285
576,FDW33,OUT010,-214.2867661535193
577,FDY24,OUT045,869.6913713061513
578,FDB10,OUT010,1841.0998771208492
579,FDM40,OUT035,2370.5728846776065
580,NCI06,OUT017,2943.1495158246917
581,FDW12,OUT019,424.0879215522335
582,FDX48,OUT027,3945.8481591858053
583,NCW05,OUT027,3139.0580058698415
584,FDX27,OUT017,1603.2738289544209
585,DRM37,OUT045,3044.0077273358756
586,FDA38,OUT045,3734.123935085583
587,FDR36,OUT046,685.1976642917577
588,FDZ45,OUT046,3158.1476566128777
589,FDG05,OUT017,2613.221317173513
590,FDK28,OUT013,4104.4758416636005
591,FDV47,OUT045,1349.5102531561479
592,FDN21,OUT045,2488.649800225816
593,FDP20,OUT027,3542.200822330963
594,FDI35,OUT045,2863.1628685173328
595,DRY23,OUT013,728.9490100228534
596,FDA56,OUT017,2138.8478898507587
597,FDB09,OUT013,2058.0971648178834
598,NCO26,OUT027,3290.7517272711966
599,FDQ49,OUT018,2257.683613747127
600,FDI52,OUT027,3392.0182462541907
601,FDZ44,OUT027,3392.9135156890425
602,FDZ09,OUT018,2332.8930545639787
603,FDY03,OUT049,1936.372655523353
604,NCG42,OUT017,2152.209089216021
605,DRI13,OUT027,4893.502309109835
606,FDQ32,OUT013,2099.163580443131
607,FDW16,OUT035,1615.7139738249814
608,FDU27,OUT046,783.1091316395245
609,FDR28,OUT010,683.5878341051416
610,FDQ49,OUT010,646.1589290478087
611,FDS37,OUT046,1921.0422723008596
612,FDW26,OUT018,3174.3403541756566
613,FDX12,OUT018,3565.140834542628
614,NCP06,OUT013,2403.071347803387
615,FDW45,OUT010,417.9776616686604
616,NCN30,OUT049,1601.1585921183332
617,FDN24,OUT049,987.2929546808773
618,NCL41,OUT027,2014.0971857086734
619,FDR02,OUT019,-144.58489843299697
620,FDD09,OUT010,1025.3877514194837
621,FDS33,OUT010,-476.37186999829675
622,FDU22,OUT045,1846.965851033929
623,FDI53,OUT013,2588.2761568564842
624,DRH01,OUT049,2860.4102114501657
625,FDX32,OUT013,2353.404317675205
626,NCP30,OUT018,369.4190005566063
627,FDB60,OUT045,3068.303389699003
628,FDB14,OUT049,1642.7682979097744
629,NCP02,OUT035,1071.5387731292105
630,FDJ10,OUT017,2333.953662159728
631,FDG34,OUT046,1803.6198925390845
632,NCB18,OUT017,1497.1719554039423
633,FDM16,OUT049,1310.8807649191385
634,FDW25,OUT018,1142.7349875423804
635,FDB35,OUT010,-401.22900084637223
636,DRN11,OUT013,2289.7854669366866
637,FDF41,OUT019,1975.5818547981144
638,FDH16,OUT045,1355.259318834897
639,NCQ50,OUT018,3057.8585324918336
640,DRH23,OUT018,639.0205215963483
641,DRJ37,OUT013,2433.4254192844032
642,DRJ24,OUT027,4348.531732529927
643,FDY16,OUT035,3039.7994142399775
644,FDQ27,OUT045,1655.3474901981608
645,FDZ33,OUT045,2294.1479347635054
646,FDF29,OUT045,2036.5378310205215
647,FDA08,OUT049,2748.3511844527748
648,FDG31,OUT046,1116.072132476128
649,FDE34,OUT019,1047.7655123268041
650,NCR30,OUT027,2614.102792740131
651,FDV33,OUT035,4236.259015576929
652,DRZ24,OUT018,1650.2339326596584
653,NCL54,OUT035,2857.4651050003235
654,FDR12,OUT049,2875.936490958102
655,NCC54,OUT046,3803.77568189055
656,DRN59,OUT013,822.5708466509213
657,FDX50,OUT019,-158.70993537123684
658,FDV31,OUT027,4321.836885149155
659,NCA29,OUT027,4168.608163919978
660,FDW60,OUT049,2941.858000526975
661,FDX08,OUT017,3063.8991126180367
662,DRD49,OUT013,3718.1927236248425
663,FDD33,OUT046,3694.93861242408
664,FDW35,OUT013,785.7637727842036
665,FDJ36,OUT017,1765.8589416844502
666,FDV51,OUT035,2824.8576915334747
667,FDW36,OUT046,1738.0992387420497
668,FDH35,OUT046,2671.1571594314073
669,NCS30,OUT027,3497.960184216985
670,FDN49,OUT017,772.5221226125548
671,FDL08,OUT018,3663.58769621795
672,FDI09,OUT013,4008.963500700428
673,FDP19,OUT018,1812.745089070676
