,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
301,DRD60,OUT017,2968.0627806129414
302,NCG19,OUT046,3655.436686135022
303,FDH12,OUT035,1851.5770876360239
304,FDM32,OUT035,1688.2273847757353
305,FDM27,OUT035,2627.7366091497593
306,NCU53,OUT027,4096.057785054252
307,NCQ18,OUT046,1540.9180083023361
308,FDS10,OUT013,2889.1418937734225
309,FDB33,OUT027,4021.84473532049
310,FDI12,OUT013,1436.4028423270117
311,NCW42,OUT013,3496.3101812988602
312,NCC06,OUT018,1752.0492811789475
313,FDW02,OUT017,2107.5196678515813
314,NCD43,OUT017,1762.3736901234915
315,FDM57,OUT018,1074.9408006467208
316,FDA58,OUT017,3845.263276051967
317,FDK56,OUT046,2972.665352820518
318,FDP52,OUT045,3594.762589627629
319,FDW20,OUT018,1768.5457567322958
320,FDS52,OUT049,1728.0306347058804
321,NCT29,OUT018,1635.3876523106544
322,NCL54,OUT013,2793.2980763208543
323,FDC05,OUT045,3055.20208706906
324,FDF34,OUT035,3287.089187843692
325,FDP03,OUT027,3469.1923464832844
326,FDD32,OUT010,-506.2613978780005
327,FDZ10,OUT045,1995.3870402267335
328,FDZ40,OUT035,1043.9462181724612
329,FDD51,OUT018,420.75036421708455
330,NCY30,OUT019,930.6542602133027
331,FDP58,OUT017,3540.38494941838
332,FDV49,OUT017,4334.162862751687
333,FDY24,OUT019,-1044.802959449537
334,NCO55,OUT017,1801.4555811962878
335,FDR13,OUT017,2034.5668935181525
336,FDS51,OUT017,1160.9738730256815
337,FDP26,OUT045,1572.6876588845616
338,NCB54,OUT027,3512.3952333579546
339,FDF32,OUT017,3278.2252444757773
340,FDN31,OUT018,2772.3077222972665
341,DRM48,OUT017,687.424382448032
342,FDN20,OUT049,2844.8530779671105
343,DRL01,OUT046,3683.706161714936
344,FDV56,OUT049,1887.994700175248
345,DRH13,OUT027,3175.218048998424
346,FDA03,OUT017,2407.2252854042913
347,FDF47,OUT027,5021.486114574081
348,FDX32,OUT046,2376.871337891861
349,FDX57,OUT049,1666.3777218020314
350,NCA30,OUT045,2893.703248655007
351,FDO49,OUT013,899.135683466423
352,FDL04,OUT019,-241.50808039980268
353,DRM48,OUT035,745.431510749561
354,FDR16,OUT013,3375.8178424302127
355,NCC19,OUT018,2733.152876660805
356,NCE42,OUT045,3627.0639659450885
357,FDY24,OUT017,1019.8563523294988
358,FDH19,OUT049,2917.207620442538
359,FDJ46,OUT013,2800.279585015584
360,FDN45,OUT010,1611.9899490884118
361,FDY08,OUT035,2400.008301125109
362,FDZ37,OUT035,1609.623564567523
363,NCT30,OUT045,682.6284363373014
364,DRY23,OUT018,399.51151620217547
365,NCZ30,OUT018,1649.2849872998715
366,FDC44,OUT018,1561.2261954300204
367,FDB45,OUT035,1889.4294422653043
368,FDY04,OUT013,2625.351337348106
369,FDM27,OUT046,2575.018574089696
370,FDZ43,OUT017,3970.1775389734785
371,FDT39,OUT019,553.1493554028303
372,NCC06,OUT019,107.20606831860607
373,FDL15,OUT027,3926.9079179380506
374,FDL57,OUT017,4175.197403816657
375,FDU08,OUT046,1656.4310915496403
376,FDK40,OUT017,4279.303997870795
377,FDQ12,OUT010,1739.56047177333
378,FDS48,OUT017,2545.409435117544
379,FDP09,OUT045,3301.3922735097594
380,FDW21,OUT049,1722.5338328267462
381,FDY25,OUT035,3074.6337540044256
382,DRE13,OUT017,1485.6670877708939
383,FDV43,OUT019,-1137.6082562904317
384,FDD22,OUT045,1723.8191042769367
385,FDM46,OUT019,-445.81143946199484
386,NCO30,OUT010,1000.2545244318517
387,FDM25,OUT046,2798.2256478708077
388,NCN41,OUT049,2059.142848616919
389,FDU24,OUT045,1440.2335016822644
390,FDZ50,OUT046,2889.5503483028824
391,FDP45,OUT013,4017.933559617015
392,NCM54,OUT045,1914.5816589927454
393,FDW10,OUT019,886.4972439977955
394,FDP20,OUT017,2205.68255716092
395,FDK32,OUT046,2462.882134025599
396,FDN52,OUT049,1493.1707293823933
397,FDM58,OUT045,1739.7383045551705
398,FDZ46,OUT027,3236.7117755924364
399,NCA18,OUT018,1568.0868082125533
400,FDD35,OUT046,2006.1758234111526
401,NCK31,OUT035,961.731860477513
402,FDI40,OUT027,3045.681323208114
403,FDT50,OUT019,-371.2361281033021
404,NCT06,OUT046,2590.2067697485572
405,FDT31,OUT035,3188.4974806547502
406,FDT45,OUT049,988.1822069351215
407,FDT13,OUT045,2958.1600927386517
408,FDO50,OUT045,1443.4139215715127
409,NCU18,OUT010,295.48002279546677
410,NCR54,OUT049,3143.8309245730675
411,NCO18,OUT018,2527.643460459968
412,FDU09,OUT045,871.1633236084881
413,FDT13,OUT018,2756.8961044400685
414,FDE09,OUT046,1869.14232731303
415,NCK53,OUT019,-268.47443732082036
416,FDG45,OUT049,3545.6315319086293
417,DRH15,OUT035,865.6781869805532
418,FDO21,OUT019,1676.104514485476
419,FDD14,OUT027,4388.952137048871
420,FDC09,OUT046,1717.445669321477
421,FDH45,OUT027,2218.2282422867765
422,FDV32,OUT046,1115.4231827772796
423,FDG12,OUT035,2095.113627401918
424,FDS32,OUT013,2328.883165536517
425,NCL55,OUT018,3669.2908913512856
426,DRE01,OUT035,3942.267506873035
427,DRE15,OUT049,1342.0992165175003
428,NCL42,OUT045,3798.4372726030997
429,FDP31,OUT013,1103.069198612157
430,FDN33,OUT018,1227.2714161314973
431,FDZ59,OUT046,2635.2788906347423
432,FDE45,OUT010,976.1392223337111
433,FDJ07,OUT013,1972.9018329612395
434,FDQ45,OUT018,2674.5464238061822
435,FDM33,OUT027,4918.006990924
436,FDO15,OUT010,-632.6787300102894
437,FDM46,OUT013,1508.5435374493347
438,FDR03,OUT045,3229.080948785753
439,FDY49,OUT018,2429.4312665331654
440,FDQ60,OUT045,1846.4739345397907
441,FDW10,OUT049,2918.3949499046157
442,FDO51,OUT049,882.3279375828674
443,FDJ40,OUT018,1469.051150566597
444,FDS20,OUT018,2671.179503868334
445,FDU45,OUT013,1852.45037093865
446,FDV02,OUT035,2813.154306636407
447,FDN09,OUT046,3843.9126663148004
448,NCM55,OUT027,4390.654881642228
449,FDN23,OUT018,2054.1183616360136
450,FDY31,OUT010,460.74842315387093
451,FDW03,OUT010,-156.41436314526027
452,FDD14,OUT046,2924.4293452031898
453,FDV23,OUT017,2130.5772746883285
454,DRI03,OUT045,2712.6990067843253
455,FDN13,OUT035,1752.5630348639386
456,FDF45,OUT027,2502.6810999051813
457,FDU46,OUT035,1585.277231751088
458,FDB57,OUT049,3676.851425960391
459,FDV12,OUT049,1743.5370638594782
460,FDQ58,OUT013,2463.7470873020943
461,NCA18,OUT017,1931.4045261572965
462,FDH52,OUT049,1121.0655208120402
463,FDM24,OUT018,2135.503655931176
464,NCP43,OUT027,4315.259321446084
465,NCO18,OUT019,882.6186799132183
466,FDM32,OUT017,1641.2760361984733
467,NCL07,OUT017,740.836187382285
468,FDK03,OUT013,4002.9607390160218
469,FDP59,OUT017,1776.5510514033213
470,FDQ24,OUT049,4095.013393561412
471,FDQ16,OUT018,1481.4807968850062
472,FDU44,OUT013,2641.23051556625
473,FDH28,OUT010,-1291.96238591973
474,FDV28,OUT019,-1348.1781860784872
475,FDM22,OUT045,838.172122852802
476,FDR56,OUT046,3148.5267123781196
477,FDV39,OUT049,3260.572359513391
478,FDU37,OUT019,-568.1853045317599
479,FDQ11,OUT010,2189.3612134569344
480,FDX02,OUT045,3443.375683102488
481,NCS42,OUT018,1182.7925866559647
482,FDY57,OUT027,2970.045366004173
483,FDB21,OUT049,3947.1256610072996
484,FDE28,OUT017,3712.761724662961
485,FDQ55,OUT017,1990.1872632040067
486,FDA48,OUT049,3625.6468890407227
487,FDZ19,OUT045,2745.6015491016346
488,NCC43,OUT045,3871.2972665416323
489,NCV18,OUT046,1284.7254375374823
490,NCA42,OUT018,2229.8637375682983
491,FDY45,OUT046,4063.953394034237
492,NCC30,OUT045,2741.7514975054505
493,FDM57,OUT013,1420.8324605239902
494,FDL09,OUT010,706.8144206352557
495,FDB09,OUT027,3501.4678113178006
496,FDT44,OUT035,2088.279316681961
497,NCT06,OUT027,4032.5818088641217
498,FDX26,OUT049,2974.906436427745
499,FDK32,OUT013,2524.332907216479
500,DRA12,OUT046,2269.308142298854
501,FDO46,OUT010,1095.4055976375325
502,FDE52,OUT013,1423.6321376563053
503,NCH42,OUT045,3542.4594040786833
504,FDV08,OUT035,918.2441676776996
505,FDB47,OUT018,3064.7458685024053
506,FDC28,OUT010,-142.87767994214323
507,FDD22,OUT046,1825.6490464032318
508,FDS07,OUT027,3340.3278170970125
509,DRI13,OUT045,3355.7790616551792
510,FDG32,OUT018,3265.081762338815
511,FDU14,OUT017,4039.9702603001733
512,FDD28,OUT019,-933.0828082193193
513,NCP41,OUT017,1869.9974018968878
514,FDS08,OUT049,2934.2404608473857
515,FDX47,OUT045,2474.3095962398766
516,FDC53,OUT019,-261.801202657687
517,FDQ19,OUT035,4021.8482411196755
518,FDL14,OUT045,2455.1151211808983
519,FDM33,OUT019,1591.3131966511273
520,FDA51,OUT045,1697.805297929745
521,FDZ27,OUT018,528.0971707906433
522,FDT04,OUT046,677.9868408987992
523,DRC13,OUT049,2087.249263781004
524,FDR16,OUT027,4829.21578427278
525,FDQ03,OUT027,5204.381840244154
526,FDE38,OUT035,2866.36328187223
527,DRH23,OUT027,2364.411428873116
528,FDT11,OUT019,1119.2277828293209
529,FDD09,OUT035,3060.7511648181226
530,FDR40,OUT045,1275.306923684529
531,FDX07,OUT017,3078.0775374090845
532,FDR07,OUT035,1753.963002675827
533,FDA51,OUT017,1887.7401077831264
534,FDT59,OUT019,1787.9361658934931
535,FDF20,OUT017,3257.7565442406562
536,FDR13,OUT045,1832.0332621910961
537,FDY26,OUT049,3409.385143421851
538,FDW04,OUT017,2177.9041477426267
539,FDK52,OUT017,3679.125155576357
540,FDN60,OUT049,2611.464535158982
541,FDM09,OUT019,809.222468863235
542,FDP46,OUT049,1524.785924761888
543,FDB50,OUT019,-613.7449293810872
544,NCQ29,OUT049,4162.058446319271
545,FDP16,OUT027,5325.756568139109
546,FDX33,OUT018,2280.351944141253
547,FDP07,OUT010,1260.0732814916723
548,FDN22,OUT046,3949.974834777052
549,FDF39,OUT049,4221.774827671918
550,FDS21,OUT017,1123.388209771748
551,NCM42,OUT013,1731.2865379277366
552,FDK50,OUT019,763.0684724151712
553,DRF13,OUT027,3783.954902844427
554,FDH35,OUT018,2370.9848963024956
555,FDP60,OUT018,1349.901571491798
556,DRJ49,OUT027,3527.3937150199754
557,NCT42,OUT019,444.61664504777366
558,FDE38,OUT049,2818.321284555524
559,FDI04,OUT049,3235.556345716935
560,NCH54,OUT045,2403.615221219229
561,FDT56,OUT049,1105.4868780528027
562,DRD15,OUT018,3375.376276620331
563,FDV58,OUT013,3127.9148207539047
564,FDP21,OUT049,3086.5542466129077
565,FDH05,OUT013,3695.4515926512254
566,FDR10,OUT027,4043.7882725095806
567,NCP06,OUT045,2279.09958795504
568,FDF33,OUT049,2028.6887058768234
569,DRK37,OUT013,3021.543517834797
570,DRH49,OUT045,1294.550285117336
571,FDT58,OUT013,2696.75208256932
572,FDD41,OUT018,1391.0893933957775
573,FDP40,OUT018,1501.3791583992272
574,FDM51,OUT027,3125.065935272466
575,FDO45,OUT010,-497.7209436772382
576,FDW33,OUT010,-212.92560840922238
577,FDY24,OUT045,872.4581663277722
578,FDB10,OUT010,1842.309210985307
579,FDM40,OUT035,2371.5566628931306
580,NCI06,OUT017,2943.958515527285
581,FDW12,OUT019,424.1169935037161
582,FDX48,OUT027,3945.872849582591
583,NCW05,OUT027,3138.979876758718
584,FDX27,OUT017,1600.4175826176297
585,DRM37,OUT045,3042.603393958791
586,FDA38,OUT045,3737.184155065612
587,FDR36,OUT046,687.2772794147864
588,FDZ45,OUT046,3157.742269347945
589,FDG05,OUT017,2613.9269887881846
590,FDK28,OUT013,4107.340950042725
591,FDV47,OUT045,1347.201355424791
592,FDN21,OUT045,2486.417194338901
593,FDP20,OUT027,3542.229612424094
594,FDI35,OUT045,2862.9947093021615
595,DRY23,OUT013,729.8846509054695
596,FDA56,OUT017,2140.393815522659
597,FDB09,OUT013,2056.975369310929
598,NCO26,OUT027,3290.772425822085
599,FDQ49,OUT018,2254.8459090575257
600,FDI52,OUT027,3392.287795107334
601,FDZ44,OUT027,3392.940480923276
602,FDZ09,OUT018,2331.1136889079226
603,FDY03,OUT049,1934.5323099020015
604,NCG42,OUT017,2149.9550840467746
605,DRI13,OUT027,4893.617615335676
606,FDQ32,OUT013,2097.4309686209394
607,FDW16,OUT035,1613.9649024357084
608,FDU27,OUT046,780.793799595311
609,FDR28,OUT010,683.2623076444287
610,FDQ49,OUT010,643.3430157310339
611,FDS37,OUT046,1922.8356678936002
612,FDW26,OUT018,3174.9875202791077
613,FDX12,OUT018,3562.9321780775545
614,NCP06,OUT013,2400.3118641766446
615,FDW45,OUT010,416.0820652201222
616,NCN30,OUT049,1600.0289285276676
617,FDN24,OUT049,986.5606959696543
618,NCL41,OUT027,2014.0255888142538
619,FDR02,OUT019,-144.39294268351603
620,FDD09,OUT010,1025.3449877986145
621,FDS33,OUT010,-473.90661446274225
622,FDU22,OUT045,1847.1146325034783
623,FDI53,OUT013,2589.836916663799
624,DRH01,OUT049,2858.2625186879463
625,FDX32,OUT013,2352.7181043661617
626,NCP30,OUT018,366.6417311640091
627,FDB60,OUT045,3069.4226685884573
628,FDB14,OUT049,1639.6965916907761
629,NCP02,OUT035,1073.911099537998
630,FDJ10,OUT017,2336.9531435458007
631,FDG34,OUT046,1804.2006993278578
632,NCB18,OUT017,1494.7444635128768
633,FDM16,OUT049,1312.6979860266106
634,FDW25,OUT018,1145.470854328795
635,FDB35,OUT010,-400.7016130586062
636,DRN11,OUT013,2291.1671750762
637,FDF41,OUT019,1975.8801888262333
638,FDH16,OUT045,1356.0771718493888
639,NCQ50,OUT018,3055.834317041646
640,DRH23,OUT018,637.694904933498
641,DRJ37,OUT013,2433.8887137112843
642,DRJ24,OUT027,4348.595957621662
643,FDY16,OUT035,3037.688398594723
644,FDQ27,OUT045,1658.1989410145002
645,FDZ33,OUT045,2295.1344669285254
646,FDF29,OUT045,2035.6169406634017
647,FDA08,OUT049,2748.9170797181055
648,FDG31,OUT046,1116.3150153770737
649,FDE34,OUT019,1047.9426680350343
650,NCR30,OUT027,2614.105613042521
651,FDV33,OUT035,4237.6213741262345
652,DRZ24,OUT018,1651.917412264853
653,NCL54,OUT035,2857.7601969874804
654,FDR12,OUT049,2875.8687467799778
655,NCC54,OUT046,3802.033851656636
656,DRN59,OUT013,821.217240945168
657,FDX50,OUT019,-158.5531110086166
658,FDV31,OUT027,4321.865894918537
659,NCA29,OUT027,4168.673522220427
660,FDW60,OUT049,2944.5547297746903
661,FDX08,OUT017,3064.0656100308347
662,DRD49,OUT013,3719.0024001777656
663,FDD33,OUT046,3695.1058663831936
664,FDW35,OUT013,786.0776675308912
665,FDJ36,OUT017,1764.9558533530608
666,FDV51,OUT035,2823.5098041324263
667,FDW36,OUT046,1738.526730823699
668,FDH35,OUT046,2669.4104129190805
669,NCS30,OUT027,3497.9809616210177
670,FDN49,OUT017,770.7166544780716
671,FDL08,OUT018,3664.5781035186487
672,FDI09,OUT013,4005.8832071775505
673,FDP19,OUT018,1813.3641452424688
674,FDU21,OUT010,-1346.5071913189558
