Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCB06,2519.30048833,OUT046
FDR09,2188.81303716,OUT019
FDC53,1675.50690244,OUT017
FDY45,4072.98181331,OUT013
FDA22,767.405496011,OUT010
FDE02,1671.88707847,OUT035
FDW21,1625.65880079,OUT045
FDV34,1254.33161603,OUT046
FDS59,1894.09404413,OUT049
NCW17,2129.98670753,OUT017
NCK54,1925.74260905,OUT046
FDG17,2008.85326164,OUT019
FDG35,2912.03641297,OUT017
FDD08,-1267.52140486,OUT010
NCO07,3427.57297369,OUT017
FDJ10,362.698037178,OUT010
FDW36,1779.22400058,OUT017
FDW21,-266.689303646,OUT010
FDY19,2001.49031384,OUT017
DRE03,811.717077417,OUT013
NCC55,737.214911886,OUT049
FDH52,-817.708941315,OUT010
FDO09,4312.74012561,OUT017
FDU43,3764.09865878,OUT045
FDX09,855.575346615,OUT010
FDH40,-521.012580258,OUT019
FDW58,1805.43985739,OUT017
FDC47,3678.60980493,OUT017
NCR41,1667.89188829,OUT035
DRG49,3986.15799157,OUT035
FDC52,3936.91000415,OUT027
FDY13,1223.31676007,OUT046
FDY35,820.263067088,OUT013
FDI35,2997.77353307,OUT017
NCU18,2324.09550699,OUT049
FDY33,2287.39525697,OUT018
FDC15,3932.22278311,OUT027
FDU01,3115.05349719,OUT049
NCU42,2680.68100211,OUT046
NCV29,2526.89769663,OUT018
NCY30,2985.00719084,OUT017
FDQ46,1894.87518374,OUT049
FDG58,3943.64762256,OUT027
FDK33,3485.27717664,OUT017
NCD07,1791.50436665,OUT045
NCX29,3714.96391952,OUT027
NCT42,2374.07155033,OUT013
DRN59,914.174292976,OUT035
FDI44,1427.47200526,OUT035
FDA45,2923.2471656,OUT049
FDP31,1035.51104973,OUT045
FDY01,1870.67880739,OUT046
FDT09,1901.61959557,OUT018
DRH03,2977.03621024,OUT027
FDA36,2696.43325083,OUT018
NCF31,2519.46418433,OUT017
FDG14,2557.43289441,OUT049
FDG28,5385.58868971,OUT027
FDU14,4061.49520766,OUT049
FDY47,246.561674459,OUT019
FDI56,1549.46723329,OUT049
DRD01,989.678958068,OUT013
FDM22,961.064790188,OUT046
FDH33,738.416804505,OUT013
DRZ24,1927.90610534,OUT013
NCQ38,1676.00611346,OUT046
FDO16,2824.44574134,OUT027
FDU07,3828.77081175,OUT027
NCB07,3081.99581928,OUT013
FDU48,2041.83163915,OUT045
NCM43,2534.55202854,OUT045
FDR31,426.300011173,OUT010
DRK49,416.784217365,OUT018
NCI30,1914.85732487,OUT010
DRD60,2966.68316204,OUT017
NCG19,3676.34081898,OUT046
FDH12,1825.41231815,OUT035
FDM32,1652.15120664,OUT035
FDM27,2656.46804383,OUT035
NCU53,4067.84132841,OUT027
NCQ18,1554.73833757,OUT046
FDS10,2888.93594799,OUT013
FDB33,3962.33341621,OUT027
FDI12,1461.17096991,OUT013
NCW42,3507.49732176,OUT013
NCC06,1757.11390642,OUT018
FDW02,2171.8855245,OUT017
NCD43,1766.38764335,OUT017
FDM57,1108.77142046,OUT018
FDA58,3851.9855221,OUT017
FDK56,2938.433226,OUT046
FDP52,3632.7272172,OUT045
FDW20,1726.23236595,OUT018
FDS52,1724.87512612,OUT049
NCT29,1614.46924031,OUT018
NCL54,2832.57985359,OUT013
FDC05,3105.69104555,OUT045
FDF34,3314.8765855,OUT035
FDP03,3486.36177172,OUT027
FDD32,-511.513245483,OUT010
FDZ10,1981.29009168,OUT045
FDZ40,1043.61150696,OUT035
FDD51,464.157460744,OUT018
NCY30,938.106604183,OUT019
FDP58,3541.39877768,OUT017
FDV49,4279.58295034,OUT017
FDY24,-995.818294601,OUT019
NCO55,1788.21714683,OUT017
FDR13,2019.03269374,OUT017
FDS51,1136.80369242,OUT017
FDP26,1617.56048852,OUT045
NCB54,3491.18351005,OUT027
FDF32,3244.43797228,OUT017
FDN31,2720.3864666,OUT018
DRM48,692.838651136,OUT017
FDN20,2801.31004749,OUT049
DRL01,3710.75804766,OUT046
FDV56,1875.73508777,OUT049
DRH13,3174.00880147,OUT027
FDA03,2478.85139952,OUT017
FDF47,4988.00846126,OUT027
FDX32,2375.70054189,OUT046
FDX57,1709.08653668,OUT049
NCA30,2918.57730514,OUT045
FDO49,909.483971137,OUT013
FDL04,-225.692409389,OUT019
DRM48,752.823733208,OUT035
FDR16,3429.58888835,OUT013
NCC19,2746.41336106,OUT018
NCE42,3644.37247365,OUT045
FDY24,1048.89401008,OUT017
FDH19,2890.96262206,OUT049
FDJ46,2805.11943025,OUT013
FDN45,1614.54304766,OUT010
FDY08,2391.06814938,OUT035
FDZ37,1615.36514702,OUT035
NCT30,688.431816796,OUT045
DRY23,445.05214708,OUT018
NCZ30,1655.20702579,OUT018
FDC44,1526.9240893,OUT018
FDB45,1838.02825028,OUT035
FDY04,2672.162044,OUT013
FDM27,2554.4900379,OUT046
FDZ43,3960.80602011,OUT017
FDT39,557.854223899,OUT019
NCC06,108.774178021,OUT019
FDL15,3895.97783491,OUT027
FDL57,4206.17447793,OUT017
FDU08,1605.23442058,OUT046
FDK40,4304.52393978,OUT017
FDQ12,1708.26212514,OUT010
FDS48,2529.69582026,OUT017
FDP09,3290.82032506,OUT045
FDW21,1763.67055183,OUT049
FDY25,3041.04681636,OUT035
DRE13,1476.50843181,OUT017
FDV43,-1183.66948178,OUT019
FDD22,1718.41182222,OUT045
FDM46,-445.592541122,OUT019
NCO30,1011.75788863,OUT010
FDM25,2803.83807508,OUT046
NCN41,2036.02999676,OUT049
FDU24,1481.05012684,OUT045
FDZ50,2955.1913286,OUT046
FDP45,4047.73571712,OUT013
NCM54,1928.02377737,OUT045
FDW10,901.012888002,OUT019
FDP20,2159.19167996,OUT017
FDK32,2459.24155223,OUT046
FDN52,1544.53931853,OUT049
FDM58,1763.73556488,OUT045
FDZ46,3234.63145737,OUT027
NCA18,1575.43788654,OUT018
FDD35,1976.60638794,OUT046
NCK31,945.743280431,OUT035
FDI40,3097.59993188,OUT027
FDT50,-293.814946749,OUT019
NCT06,2604.9950538,OUT046
FDT31,3131.64560326,OUT035
FDT45,990.011642744,OUT049
FDT13,2916.99039782,OUT045
FDO50,1418.27675436,OUT045
NCU18,299.239162382,OUT010
NCR54,3162.89653625,OUT049
NCO18,2529.47498656,OUT018
FDU09,903.593063207,OUT045
FDT13,2714.87588857,OUT018
FDE09,1813.66085409,OUT046
NCK53,-283.504064036,OUT019
FDG45,3470.39418776,OUT049
DRH15,881.24558456,OUT035
FDO21,1705.10434813,OUT019
FDD14,4345.42725382,OUT027
FDC09,1703.92015592,OUT046
FDH45,2211.53253585,OUT027
FDV32,1061.71598918,OUT046
FDG12,2134.74459557,OUT035
FDS32,2319.43532652,OUT013
NCL55,3676.99222526,OUT018
DRE01,3949.33064569,OUT035
DRE15,1355.69356152,OUT049
NCL42,3813.78922079,OUT045
FDP31,1107.91754695,OUT013
FDN33,1267.74811015,OUT018
FDZ59,2648.52792265,OUT046
FDE45,926.717425636,OUT010
FDJ07,1948.14829956,OUT013
FDQ45,2718.94280461,OUT018
FDM33,4919.04403104,OUT027
FDO15,-626.569329754,OUT010
FDM46,1499.85306387,OUT013
FDR03,3258.54823741,OUT045
FDY49,2421.63444979,OUT018
FDQ60,1866.45678228,OUT045
FDW10,2899.65209869,OUT049
FDO51,902.175721466,OUT049
FDJ40,1522.17498999,OUT018
FDS20,2622.13694073,OUT018
FDU45,1880.08282033,OUT013
FDV02,2842.60816426,OUT035
FDN09,3840.50699427,OUT046
NCM55,4382.40969426,OUT027
FDN23,2073.61747118,OUT018
FDY31,398.467085162,OUT010
FDW03,-153.769798334,OUT010
FDD14,2882.31889225,OUT046
FDV23,2112.68614378,OUT017
DRI03,2723.59847383,OUT045
FDN13,1725.92434285,OUT035
FDF45,2495.51147106,OUT027
FDU46,1614.24413037,OUT035
FDB57,3665.29558372,OUT049
FDV12,1751.191002,OUT049
FDQ58,2475.91213937,OUT013
NCA18,1936.42924525,OUT017
FDH52,1158.5252232,OUT049
FDM24,2161.07864956,OUT018
NCP43,4304.17202575,OUT027
NCO18,883.08563469,OUT019
FDM32,1603.26580911,OUT017
NCL07,736.308210628,OUT017
FDK03,4065.7295655,OUT013
FDP59,1789.67288504,OUT017
FDQ24,4057.78245736,OUT049
FDQ16,1489.62100473,OUT018
FDU44,2628.25813815,OUT013
FDH28,-1230.85730451,OUT010
FDV28,-1266.33689281,OUT019
FDM22,874.617705655,OUT045
FDR56,3139.90256277,OUT046
FDV39,3244.17173442,OUT049
FDU37,-551.757289129,OUT019
FDQ11,2138.30885383,OUT010
FDX02,3472.98649895,OUT045
NCS42,1190.02744105,OUT018
FDY57,3013.83815115,OUT027
FDB21,3905.26157151,OUT049
FDE28,3771.11619872,OUT017
FDQ55,1980.05753581,OUT017
FDA48,3611.19182352,OUT049
FDZ19,2693.77542494,OUT045
NCC43,3887.16718922,OUT045
NCV18,1292.01142212,OUT046
NCA42,2252.14572265,OUT018
FDY45,4071.64190558,OUT046
NCC30,2750.42226755,OUT045
FDM57,1453.30814004,OUT013
FDL09,745.385697338,OUT010
FDB09,3445.05776471,OUT027
FDT44,2046.31342167,OUT035
NCT06,4047.67736743,OUT027
FDX26,3003.43999051,OUT049
FDK32,2521.01101027,OUT013
DRA12,2286.42273058,OUT046
FDO46,1137.00142088,OUT010
FDE52,1500.0426104,OUT013
NCH42,3542.68818638,OUT045
FDV08,889.44250537,OUT035
FDB47,3055.16035088,OUT018
FDC28,-108.709050001,OUT010
FDD22,1817.68958997,OUT046
FDS07,3307.82464823,OUT027
DRI13,3361.85952907,OUT045
FDG32,3223.21031676,OUT018
FDU14,4068.36683815,OUT017
FDD28,-892.541440933,OUT019
NCP41,1842.3101057,OUT017
FDS08,2874.1830684,OUT049
FDX47,2482.18405595,OUT045
FDC53,-265.423209992,OUT019
FDQ19,4012.45855366,OUT035
FDL14,2441.90248004,OUT045
FDM33,1602.85446485,OUT019
FDA51,1773.45794279,OUT045
FDZ27,561.524308861,OUT018
FDT04,705.245769397,OUT046
DRC13,2142.78599164,OUT049
FDR16,4886.79715588,OUT027
FDQ03,5230.14046124,OUT027
FDE38,2814.3387231,OUT035
DRH23,2355.94614515,OUT027
FDT11,1126.0538963,OUT019
FDD09,3014.13855242,OUT035
FDR40,1322.19747446,OUT045
FDX07,3092.55709186,OUT017
FDR07,1703.09102906,OUT035
FDA51,1960.23738497,OUT017
FDT59,1763.25639367,OUT019
FDF20,3197.09803075,OUT017
FDR13,1819.72960655,OUT045
FDY26,3474.15407348,OUT049
FDW04,2237.90578655,OUT017
FDK52,3696.47029584,OUT017
FDN60,2591.68361077,OUT049
FDM09,841.434762229,OUT019
FDP46,1536.76503503,OUT049
FDB50,-646.566015526,OUT019
NCQ29,4145.57318505,OUT049
FDP16,5330.28887549,OUT027
FDX33,2321.17849842,OUT018
FDP07,1144.29477756,OUT010
FDN22,4004.98294861,OUT046
FDF39,4282.41678338,OUT049
FDS21,1151.33182723,OUT017
NCM42,1733.68559123,OUT013
FDK50,728.314015935,OUT019
DRF13,3791.06703176,OUT027
FDH35,2339.88893952,OUT018
FDP60,1360.69419596,OUT018
DRJ49,3541.88989637,OUT027
NCT42,451.223611251,OUT019
FDE38,2766.28406198,OUT049
FDI04,3279.67240114,OUT049
NCH54,2409.02798695,OUT045
FDT56,1096.4036944,OUT049
DRD15,3375.16128183,OUT018
FDV58,3096.67191655,OUT013
FDP21,3110.15545046,OUT049
FDH05,3744.0418498,OUT013
FDR10,4032.64341646,OUT027
NCP06,2290.68108738,OUT045
FDF33,1827.79099632,OUT049
DRK37,3011.99372758,OUT013
DRH49,1296.97844414,OUT045
FDT58,2687.28380127,OUT013
FDD41,1443.75127649,OUT018
FDP40,1543.44071433,OUT018
FDM51,3145.47082715,OUT027
FDO45,-464.724713834,OUT010
FDW33,-216.07027823,OUT010
FDY24,862.179517031,OUT045
FDB10,1849.11726626,OUT010
FDM40,2391.72090728,OUT035
NCI06,2944.17673087,OUT017
FDW12,447.195186312,OUT019
FDX48,3959.42894095,OUT027
NCW05,3126.00194665,OUT027
FDX27,1678.21208716,OUT017
DRM37,3050.98671578,OUT045
FDA38,3750.14951693,OUT045
FDR36,707.027410202,OUT046
FDZ45,3150.85049965,OUT046
FDG05,2676.75461521,OUT017
FDK28,4108.7474563,OUT013
FDV47,1332.24395519,OUT045
FDN21,2490.21925776,OUT045
FDP20,3495.58760205,OUT027
FDI35,2826.45097317,OUT045
DRY23,774.067592091,OUT013
FDA56,2081.23070416,OUT017
FDB09,2000.28717741,OUT013
NCO26,3300.70370928,OUT027
FDQ49,2265.12152787,OUT018
FDI52,3407.62411361,OUT027
FDZ44,3335.6435607,OUT027
FDZ09,2328.21699701,OUT018
FDY03,1948.6421938,OUT049
NCG42,2166.21780865,OUT017
DRI13,4897.53974156,OUT027
FDQ32,2086.52760022,OUT013
FDW16,1658.52560858,OUT035
FDU27,813.566005213,OUT046
FDR28,729.084491569,OUT010
FDQ49,655.722125798,OUT010
FDS37,1870.10690932,OUT046
FDW26,3237.07655963,OUT018
FDX12,3599.88936419,OUT018
NCP06,2409.69819215,OUT013
FDW45,409.597746453,OUT010
NCN30,1607.3781869,OUT049
FDN24,968.452867936,OUT049
NCL41,1993.30590355,OUT027
FDR02,-129.311834147,OUT019
FDD09,984.361314409,OUT010
FDS33,-515.196509378,OUT010
FDU22,1849.77047084,OUT045
FDI53,2647.65198325,OUT013
DRH01,2863.92744085,OUT049
FDX32,2351.9100541,OUT013
NCP30,383.087439876,OUT018
FDB60,3039.64510035,OUT045
FDB14,1648.29176172,OUT049
NCP02,1075.1051293,OUT035
FDJ10,2365.04005678,OUT017
FDG34,1828.58796046,OUT046
NCB18,1499.06821949,OUT017
FDM16,1362.19305079,OUT049
FDW25,1093.93060417,OUT018
FDB35,-405.757357119,OUT010
DRN11,2281.15865742,OUT013
FDF41,1985.96428923,OUT019
FDH16,1362.39502437,OUT045
NCQ50,3081.08040429,OUT018
DRH23,630.263028353,OUT018
DRJ37,2439.06033432,OUT013
DRJ24,4349.45074734,OUT027
FDY16,3107.31193274,OUT035
FDQ27,1677.421515,OUT045
FDZ33,2297.32966412,OUT045
FDF29,2082.71254168,OUT045
FDA08,2744.27302209,OUT049
FDG31,1081.13238222,OUT046
FDE34,963.979327346,OUT019
NCR30,2627.12103206,OUT027
FDV33,4271.25233424,OUT035
DRZ24,1637.1778501,OUT018
NCL54,2898.09434539,OUT035
FDR12,2888.10214792,OUT049
NCC54,3780.05201653,OUT046
DRN59,791.470774977,OUT013
FDX50,-136.923154022,OUT019
FDV31,4281.15886801,OUT027
NCA29,4177.18619744,OUT027
FDW60,2962.03914127,OUT049
FDX08,3002.78043902,OUT017
DRD49,3730.37634381,OUT013
FDD33,3662.71580894,OUT046
FDW35,755.309585741,OUT013
FDJ36,1787.52610799,OUT017
FDV51,2796.52031553,OUT035
FDW36,1713.41816994,OUT046
FDH35,2636.5964133,OUT046
NCS30,3517.01835199,OUT027
FDN49,782.020800314,OUT017
FDL08,3626.56437051,OUT018
FDI09,3865.43550563,OUT013
FDP19,1787.4913976,OUT018
FDU21,-1316.24314658,OUT010
NCP41,1641.44093266,OUT045
FDY10,1842.06509473,OUT013
FDP12,394.870386313,OUT018
NCN26,1957.95334444,OUT049
FDK44,2795.87627705,OUT013
FDC28,1870.6085372,OUT049
FDJ41,5607.16965829,OUT027
NCT29,2092.94863404,OUT035
NCH42,1685.92088813,OUT019
FDU60,2430.59721388,OUT018
FDS02,3033.72780903,OUT045
FDC51,2032.55157967,OUT046
FDU03,2971.85096971,OUT013
FDX39,3327.22180834,OUT045
NCY05,-1315.07471897,OUT010
NCL06,5521.04335442,OUT027
FDD32,1497.41723461,OUT035
NCN41,1868.44372672,OUT045
NCX53,2347.13899355,OUT049
FDU57,512.953629642,OUT019
FDQ23,1682.64546548,OUT046
FDQ52,3850.38231883,OUT045
FDC14,661.404812549,OUT045
FDY09,2962.49224594,OUT035
FDQ28,2466.75306289,OUT045
FDV25,3506.39493891,OUT046
FDJ07,2027.66054474,OUT035
DRB25,1782.28018734,OUT049
FDK52,1676.45070068,OUT019
FDY52,2511.51966562,OUT027
FDB28,3127.13491967,OUT046
FDT36,768.243711361,OUT035
FDV25,3626.71449872,OUT017
NCN07,3510.44389105,OUT027
FDC57,3206.10922159,OUT017
FDQ03,3510.93616449,OUT018
FDU23,2777.14633845,OUT017
NCX41,3498.32066565,OUT035
NCD06,890.224523838,OUT035
FDW08,1645.62722988,OUT045
NCU29,2392.16312239,OUT017
NCE06,2552.19076878,OUT013
FDV52,-1.12129755788,OUT010
FDB02,2961.78466265,OUT017
NCR18,642.584065274,OUT045
FDK16,1616.98985069,OUT049
NCQ29,2125.47453054,OUT010
FDZ01,-178.161947623,OUT019
FDW27,2672.37331618,OUT035
FDD17,3489.74852408,OUT018
FDW39,2909.51917088,OUT013
DRH59,1110.56521176,OUT045
FDS52,1677.85693186,OUT013
FDU40,4546.71980613,OUT027
NCF54,2759.84839987,OUT013
FDH46,1633.94102751,OUT045
NCP14,1727.10233561,OUT049
FDH50,3065.05052607,OUT049
DRF15,527.63662294,OUT010
FDV27,2907.46188675,OUT027
NCJ06,1998.2940761,OUT049
FDN02,2974.27935068,OUT018
FDQ51,939.940654679,OUT049
FDQ07,3660.36051055,OUT017
FDS45,1834.54743357,OUT049
NCJ06,1847.82368252,OUT045
FDD36,2033.83676509,OUT035
FDY25,2851.89990367,OUT045
FDU52,2474.0491165,OUT046
DRK47,3674.82398103,OUT017
NCL30,2138.17601852,OUT017
FDN22,4160.26398548,OUT035
NCF30,3424.33609403,OUT027
FDK03,4226.1304057,OUT035
FDT45,1026.42269029,OUT017
NCC54,5194.85103178,OUT027
FDP08,2849.08006888,OUT018
FDU44,2638.04754413,OUT046
DRG39,1015.42003268,OUT035
FDU32,2075.79577974,OUT049
FDY27,2944.70686797,OUT049
NCP54,1985.17096507,OUT013
NCZ41,2109.9273217,OUT049
DRL49,2299.75465605,OUT013
FDI05,994.965103287,OUT018
FDY56,3549.71175957,OUT045
DRC13,2078.61957829,OUT013
NCV29,2936.13481112,OUT017
FDR24,1579.7454063,OUT049
FDZ34,2770.33060265,OUT018
FDP37,2146.72306084,OUT035
FDX08,4326.77489192,OUT027
FDS57,2187.45040051,OUT045
NCG18,1730.95494155,OUT049
FDK25,2427.69846649,OUT018
FDH53,1484.18870424,OUT049
DRI59,3253.65844852,OUT018
FDA52,2842.8228655,OUT046
FDT20,-1255.38194817,OUT010
FDE36,740.685642266,OUT019
FDI24,2873.77419577,OUT017
FDB28,2872.37054026,OUT018
FDV11,2957.25849722,OUT017
FDP01,2496.71077313,OUT046
FDD34,4038.53545653,OUT027
FDJ50,2326.48052628,OUT027
FDZ44,1932.90053321,OUT013
DRO59,1364.5633487,OUT035
DRB48,639.362526266,OUT045
FDR21,2503.12844162,OUT018
NCE42,1799.21641392,OUT010
FDO23,1499.15500376,OUT046
NCE30,3055.37799589,OUT018
FDQ22,800.123052822,OUT035
FDY01,1805.60739314,OUT045
FDS08,2922.99018877,OUT017
FDG28,3677.37644316,OUT018
FDQ51,599.838566536,OUT018
FDB05,4035.23675973,OUT017
FDO56,2009.03350786,OUT049
FDE02,1201.36917443,OUT018
FDN45,3620.1344533,OUT017
FDS09,885.773417152,OUT013
NCA54,2580.41062041,OUT018
FDP09,1455.5567225,OUT010
FDC53,1536.86438643,OUT045
NCM55,3033.46144181,OUT017
FDL09,2433.22145125,OUT018
FDA11,-385.874239762,OUT019
FDA50,1449.64920902,OUT045
FDC23,2959.88571297,OUT017
FDE22,2629.47324878,OUT049
FDD23,3013.65516996,OUT046
NCA29,2823.05691547,OUT049
FDK38,2354.23467198,OUT046
DRC13,1996.63461075,OUT046
NCP43,2920.45967863,OUT049
FDX28,1718.03948195,OUT049
FDF08,1595.85503706,OUT049
FDZ33,2379.48223131,OUT046
FDD10,2987.35930332,OUT049
FDO58,2692.1984247,OUT017
FDI50,3795.8429127,OUT017
FDO58,2572.23775641,OUT045
FDX08,2908.48831875,OUT013
